User Name,User Profile,User Avatar,User Location,Rating,Rating Text,Review Title,Review Text,Helpful Votes,Photos,Published Date,Disclaimer,Review_Text_english
Juan L,https://www.tripadvisor.com/Profile/juanmlentino,https://media-cdn.tripadvisor.com/media/photo-o/1a/be/0e/62/caption.jpg,"Buenos Aires, Argentina",5,Dec 2019 • Solo,Excelentes traslados,Fue una excelente experiencia en los traslados de JFK-hotel-JFK. <br />Los choferes que me tocaron son lo más. ,0,,"Written March 12, 2020",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,It was an excellent experience in the transfers of JFK-Hotel-JFK.<br /> The drivers who touched me are the most.
Yolita,https://www.tripadvisor.com/Profile/Yolitayo,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg,"Community of Madrid, Spain",5,Feb 2020,Excelente,"Decidimos escoger Relier para nuestros traslados en NY por temas de trabajo y fue un gran acierto!<br />Lo gestionamos desde Madrid por e-mail y la respuesta fue rapidísima, nos lo gestionaron todo en el ultimo minuto y salio todo de lujo. Grandes profesionales, grandes conductores y coches de lujo. Contaré con ellos para nuestros viajes a NY. Los recomiendo 100%",0,,"Written February 12, 2020",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"We decided to choose Relier for our transfers in NY for work issues and it was a great success!Great professionals, great drivers and luxury cars.I will count on them for our trips to NY.I recommend them 100%"
ceciliabarriosp,https://www.tripadvisor.com/Profile/ceciliabarriosp,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg,,5,May 2019 • Family,Muy bueno y profesional,"La experiencia fue muy buena desde el inicio, desde el primer contacto por mail supieron informarme y asesorarme correctamente. Al llegar al aeropuerto nos esperaban con un vehículo en excelentes condiciones y sumamente cómodo. El conductor muy amable y de habla hispano, hizo el viaje muy ameno. Abordo del vehículo nos ofreció agua y caramelos. Tenían además una silla para mi hijo de 1 año, tal cual la había solicitado con anticipación. Recomiendo y volvería a contratar el servicio ",0,,"Written November 28, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"The experience was very good from the beginning, from the first contact per mail knew how to inform me and advise me correctly.Upon arriving at the airport they were waiting for us with a vehicle in excellent condition and extremely comfortable.The very friendly and Spanish -speaking driver made the trip very enjoyable.Aboard from the vehicle offered us water and candies.They also had a chair for my 1 -year -old son, as I had requested in advance.I recommend and would hire the service again"
danielc0r0nel,https://www.tripadvisor.com/Profile/danielc0r0nel,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg,,5,May 2019 • Family,Excelencia en el Servicio,"Estuvimos en familia con nuestros hijos en NY y luego fuimos a Boston. Todos nuestros traslados con ellos . Siempre puntuales , vehículos de primera línea y choferes profesionales, que conocen cada ciudad y brindan calidez y respeto . Los volvería a contratar siempre ! Vale cada dólar invertido ",0,,"Written November 22, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"We were with our children in NY and then we went to Boston.All our transfers with them.Always punctual, first -line vehicles and professional drivers, who know each city and provide warmth and respect.I would always hire them again!It is worth every dollar invested"
Ignacio d,https://www.tripadvisor.com/Profile/Ignaciod931,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg,"Madrid, España",4,Sep 2019 • Couples,buen servicio y amabilidad,"son conductores muy fiables, amables, la gran mayoría hablan español, nos recogieron en el aeropuerto y ademas hicimos una excursion por NYC. Es la tercera vez que los utilizamos y seguiremos haciéndolo",0,,"Written November 22, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"They are very reliable, friendly drivers, the vast majority speak Spanish, they picked us up at the airport and also did a NYC hike.It is the third time we use them and we will continue to do so"
SandraL,https://www.tripadvisor.com/Profile/Londyonboard,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg,,5,Apr 2019 • Family,Altamente recomendable,"Puntual, servicial, impecable estado del vehículo, un chofer súper servicial. Absolutamente recomendable!!!!!",0,,"Written November 21, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Punctual, helpful, impeccable state of the vehicle, a super helpful driver.Absolutely recommended!!!!!"
mariquita telechea,https://www.tripadvisor.com/Profile/mariquitatelechea,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg,,5,Sep 2019,Traslados y tours,Excelente atención. Impecables vehículos y choferes. El tour nocturno maravilloso. Volveré a contratarlos sin duda.,0,,"Written October 6, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,Excellent attention.Impeccable vehicles and drivers.The wonderful night tour.I will hire them again.
Z6858FEmaria,https://www.tripadvisor.com/Profile/Z6858FEmaria,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg,"Santiago, Chile",5,Sep 2019 • Family,Tour “Contrastes” en NYC con Rellier,"Excelente tour visitando el Bronx, Queens y Brooklin.<br />Muy interesante, un paseo conociendo los puntos principales de estos  barrios. Muy recomendable!<br />Muy contentos con la empresa y su personal, en nuestro caso nuestro dtiver Sergio, super atento.",0,,"Written September 16, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Excellent tour visiting the Bronx, Queens and Brooklin. <br /> Very interesting, a walk knowing the main points of these neighborhoods.Highly recommended!"
Mariano G,https://www.tripadvisor.com/Profile/MarianoG657,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/17/88/40/marianog657.jpg,"Buenos Aires, Argentina",5,Aug 2019,Los mejores traslados en NYC,"La verdad una empresa para recomendar, los traslados en vehiculos increibles, todos los detalles cuidados, los choferes y guias super profesionales, puntuales, con conocimiento de todo lo que le preguntas. Soy exigente y me sorprendieron gratamente.<br />Para los hispano parlantes excelente.",0,,"Written August 28, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"The truth is a company to recommend, transfers in incredible vehicles, all careful details, drivers and super professionals, punctual, with knowledge of everything you ask.I am demanding and I was pleasantly surprised. <br /> For the Spanish speakers."
beatryz89,https://www.tripadvisor.com/Profile/beatryz89,https://media-cdn.tripadvisor.com/media/photo-s/02/3d/1f/57/beatryz89.jpg,Zaragoza,5,Jul 2019 • Friends,La mejor empresa de traslados y tours en Nueva York.,"¡La mejor empresa de traslados y tours de Nueva York! Hemos contratado a Relier para traslados a hotel y aeropuerto y para hacer 2 tours en Nueva York (contrastes) y Washington, y ha sido una experiencia increíble. La comodidad de los vehículos perfecta, y sus conductores y guías inmejorables, Sergio, James... y gracias a Otto por facilitarnos todo. Sin duda lo recomendaremos a cualquier persona y nosotros seguro que volveremos a contratarlos.",0,,"Written July 27, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"The best company of transfers and tours in New York!We have hired Relier for transfers to hotel and airport and to make 2 tours in New York (contrasts) and Washington, and has been an incredible experience.The comfort of the perfect vehicles, and their unbeatable drivers and guides, Sergio, James ... and thanks to Otto for facilitating everything.We will undoubtedly recommend it to anyone and we will surely hire them again."
Gustavo G,https://www.tripadvisor.com/Profile/gustavog574,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg,"Ramos Mejia, Argentina",5,Jul 2019 • Family,"Seriedad, profesionalidad, cumplimiento y amabilidad!!!!!, todo de excelencia!!!","Viajamos en familia a Nueva York, el servicio ha sido plenamente satisfactorio, tanto en los traslados como en las excursiones realizadas. Nuestro especial reconocimiento a Otto, Gus, Leo, Sergio y Magalí por todas las atenciones brindadas<br />Sin duda, servicio altamente recomendable!!!",0,,"Written July 22, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"We travel to New York family, the service has been fully satisfactory, both in the transfers and on the excursions.Our special recognition to Otto, Gus, Leo, Sergio and Magalí for all the attention provided <br /> Without a doubt, highly recommended service !!!"
Maximiliano Vita,https://www.tripadvisor.com/Profile/maximilianov430,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg,"La Plata, Argentina",5,Jun 2019 • Couples,100 % RECOMENDABLE,Gracias Relier por la calidez y la atención recibida desde los traslados desde el aeropuerto hasta las los divertidos tours. Hacen que el viaje a NYC sea una experiencia única e inolvidable.,0,,"Written July 5, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,Thanks Relier for the warmth and attention received from the transfers from the airport to the fun tours.They make NYC trip a unique and unforgettable experience.
jimena c,https://www.tripadvisor.com/Profile/181jimenac,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg,,5,Jun 2019 • Family,Viaje,"Viajamos con mi hija de 8 años a NYC y Miami, los traslados excelentes , camionetas súper cómodas y choferes más que amables , desde que lo contratamos súper atentos a todas mis preguntas y dudas ... me consiguieron buenísimas entradas para un espectáculo en Broadway... los volvería a contratar mil veces !!!",0,,"Written June 30, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"We travel with my 8 -year -old daughter to NYC and Miami, excellent transfers, super comfortable trucks and more than kind drivers, since we hired him super attentive to all my questions and doubts ... They got me very good entries for a show on Broadway... I would hire them a thousand times !!!"
WalterCba,https://www.tripadvisor.com/Profile/WalterCba,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg,"Cordoba, Argentina",5,May 2019 • Friends,Traslado JFK a Manhattan,"Muy buena atención, muy amables, mi vuelo se retrasó, les avise y me esperaron a la hora de llegada tal lo convenido. <br />Ramón el chofer muy atento, estuvo en contacto conmigo desde el arribo hasta que subimos al automóvil, que estaba limpio y en condiciones para un traslado muy agradable al centro de la ciudad.<br />Recomendable.",0,,"Written June 19, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,"Very good attention, very friendly, my flight was delayed, notified them and they waited for me at the time of arrival so agreed.<br /> Ramón The very attentive driver was in contact with me from the arrival until we got into the car, which was clean and in conditions for a very pleasant transfer to the city center. <br /> Recommended."
Quaronim67,https://www.tripadvisor.com/Profile/Quaronim67,https://media-cdn.tripadvisor.com/media/photo-s/07/af/52/ae/mario-q.jpg,,5,Jun 2019 • Family,Traslado de New Jersey a JFK,Impecable servicio. Súper recomendable.<br />El conductor Sergio muy amable y gentil.<br />La van muy cómoda para todo nuestro equipaje.<br /><br />Mario,0,,"Written June 17, 2019",This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC.,Impeccable service.Super recommended. <br /> The driver Sergio very friendly and gentle. <br /> They are very comfortable for all our luggage. <br /> <br /> Mario
